name,address,online_order,book_table,location,restaurant_type,cuisines,category,city,votes,rating,cost_for_two
Roll Wala,"235, 31st Main Road, Opposite Siddeshwara Theatre, Phase 6, JP Nagar, Bangalore",Yes,No,JP Nagar,"Takeaway, Delivery","Rolls, Juices",Delivery,Bannerghatta Road,7,3.3,300.0
Roll Over,"10, Ground Floor, 24th Main, Ayodhya Nagar, 5th Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,Dessert Parlor,"Desserts, Ice Cream, Beverages, Fast Food, Sandwich",Delivery,Bannerghatta Road,237,4.1,500.0
Crumb Together,"45, 100 Feet Road, Opposite Mandovi Motors, 4th Phase, JP Nagar, Bangalore",Yes,Yes,JP Nagar,"Casual Dining, Bar","Continental, Finger Food, North Indian, Chinese",Dine-out,Bannerghatta Road,585,4.1,1200.0
Multi Cakes,"1065, 13th Cross, 6th Main, Kodichikanahalli, Vijay Bank Colony, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Bakery,"Bakery, Desserts",Desserts,Bannerghatta Road,9,3.0,200.0
Nadella's Kitchen,"Shop 27/6, Vishweswaraiah Road, Near Sai Baba Temple, BTM 6th Stage Off, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Quick Bites,"North Indian, Biryani",Delivery,Bannerghatta Road,4,3.3,300.0
Resto,"200, 1st Main, 6th Cross, MICO Layout, Off Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Quick Bites,"Chinese, North Indian, Fast Food, Momos",Dine-out,Bannerghatta Road,40,3.7,350.0
Daily Bread,"135/5, 15th Cross, 3rd Stage, JP Nagar, Bangalore",No,No,JP Nagar,"Bakery, Quick Bites","Bakery, Fast Food, Italian",Desserts,Bannerghatta Road,63,3.2,600.0
Nandhanus Rasoi,"#2035, 26th Main, South F Cross, Opposite Ragi Gudda Temple, 9th Block, Jayanagar, Bangalore",Yes,No,Jayanagar,Quick Bites,"Chinese, Rolls, North Indian",Delivery,Bannerghatta Road,9,3.4,200.0
The Yummy Tummy,"24, Bannerghatta Main Road, Himagiri Meadows, Gottigere, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Quick Bites,"North Indian, Street Food",Dine-out,Bannerghatta Road,13,3.5,200.0
D2V Cafe,"173/218, GF, Opposite Ranka Colony, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Cafe,Cafe,Dine-out,Bannerghatta Road,13,3.6,700.0
Insta Cafe,"18, 7th Main Road, NS Palya, Stage 2, BTM, Bangalore",Yes,No,BTM,Cafe,"Cafe, Continental, Pizza, Italian, Beverages",Delivery,Bannerghatta Road,7,2.9,400.0
A M Biryani Hotel,"958/60/A2A, Opposite BGS School, Hulimavu, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,"North Indian, Chinese, Biryani, Fast Food",Dine-out,Bannerghatta Road,6,3.3,300.0
Inchara,"22/1, Krishna Building, Puttenahalli Main Road, 6th Phase, JP Nagar, Bangalore",No,No,JP Nagar,Casual Dining,"North Indian, Continental, Chinese",Dine-out,Bannerghatta Road,535,3.7,950.0
Kanhaiyas,"1, CVS Reddy Building, Arakere Main Road, Near Muthut Finance, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,South Indian,Delivery,Bannerghatta Road,10,3.6,150.0
Shiv Sai,"Near Meenakshi Mall, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Quick Bites,North Indian,Dine-out,Bannerghatta Road,4,3.2,400.0
Kabab Mehal,"Next to Spencer's, Kothanur Main Road, Gaurav Nagar, 5th Cross Road, 7th Phase, JP Nagar, Bangalore",No,No,JP Nagar,Quick Bites,"North Indian, Chinese, Kebab, Juices",Dine-out,Bannerghatta Road,228,3.8,400.0
Dazu Momoz,"Near SNN Raj Serenity, Besides Medplus Off Begur Main Road, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Kiosk,"Tibetan, Momos",Delivery,Bannerghatta Road,8,3.1,200.0
Guru Greens,"97/2, Gottigere, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Casual Dining,"North Indian, Chinese",Delivery,Bannerghatta Road,89,3.8,550.0
Brewz Coffee,"80, 2nd Main,1st Cross, 2nd Stage, BTM, Bangalore",Yes,No,BTM,Cafe,Cafe,Delivery,Bannerghatta Road,61,3.0,650.0
D View Cafe,"1318, Near Bangalore Central, 2nd Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,"Cafe, Quick Bites","Cafe, Italian, Chinese, Beverages",Delivery,Bannerghatta Road,507,4.0,1000.0
Namana Garden,"910, 5th Cross Road, Vijaya Bank Layout, Bilekahalli,BTM, Bangalore",No,No,BTM,Quick Bites,"North Indian, South Indian, Chinese, Street Food",Delivery,Bannerghatta Road,75,2.6,400.0
Bun Town,"458, 2nd Main Road, Mico Layout, Stage 1, BTM, Bangalore",Yes,No,BTM,"Cafe, Bakery","Cafe, Bakery",Delivery,Bannerghatta Road,203,4.0,500.0
The Cake Ville,"15, Ground Floor, MN Complex, Near Brigade Millenium, 7th Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,"Bakery, Quick Bites","Bakery, Desserts, Fast Food",Delivery,Bannerghatta Road,18,3.2,300.0
Cakes And Crumbs,"690/A, 14th Main, 15th Cross, 2nd Phase, JP Nagar, Bangalore",No,No,JP Nagar,Dessert Parlor,Bakery,Desserts,Bannerghatta Road,8,3.4,350.0
Just Bake,"10, Ground Floor, Arakere Gate, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Bakery,"Bakery, Desserts",Desserts,Bannerghatta Road,46,3.2,400.0
Nagas,"Kitchens@, No. 19, 35/4, 24th Main, JP Nagar 7th Phase, Puttenahalli, Bangalore",Yes,No,JP Nagar,Quick Bites,Andhra,Delivery,Bannerghatta Road,10,3.1,300.0
Taste Of Kolkata,"32/9, Near Mahadeshwara Layout Bus Stop, 16th Main, 15th Cross, 2nd Stage, BTM, Bangalore",Yes,No,BTM,Quick Bites,"Bengali, Chinese, Rolls",Delivery,Bannerghatta Road,59,3.1,400.0
Food Feast Multicusine Restaurant,"5, 1st Floor, Opposite Sana Supermarket, Vijaya Enclave, Vijaya Bank Layout, Bilekhalli, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Quick Bites,"North Indian, Chinese, Hyderabadi",Delivery,Bannerghatta Road,16,3.3,600.0
Jaganath Restaurant And Hotel,"634, Near Delmia Circle, 13th Cross, 8th Main, 2nd Stage, JP Nagar, Bangalore",No,No,JP Nagar,Quick Bites,North Indian,Dine-out,Bannerghatta Road,8,3.2,300.0
World of Waffles,"4, South End B Road, 9th Block, JP Nagar, Bangalore",Yes,No,JP Nagar,Dessert Parlor,Desserts,Delivery,Bannerghatta Road,178,3.9,400.0
Halli Sogasu,"9/10/9 2nd Floor, Opposite SBI Bank, DLF Road, Bhagyalakshmi Avenue, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Casual Dining,"South Indian, Andhra",Delivery,Bannerghatta Road,15,3.0,600.0
Guru Greens,"97/2, Gottigere, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Casual Dining,"North Indian, Chinese",Dine-out,Bannerghatta Road,89,3.8,550.0
JP Fish Land,"35, 16th Main Road, Near Nico Layout, 2nd stage, BTM Bangalore",Yes,No,BTM,Quick Bites,Seafood,Dine-out,Bannerghatta Road,24,3.6,300.0
Nammura Donne Biriyani,"117/1, A, 7th main 11cross, Vijaya Bank Layout, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,Biryani,Dine-out,Bannerghatta Road,5,3.2,300.0
Ishta Cafe,"26/2, Dodda Kammanahalli, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,"Pizza, South Indian, Healthy Food",Delivery,Bannerghatta Road,63,3.9,200.0
Kolkata Famous Kati Roll,"8, 24th Main, Opposite Royal School, Phase 5, JP Nagar",Yes,No,JP Nagar,Quick Bites,"Rolls, Chinese",Delivery,Bannerghatta Road,11,3.5,200.0
Daniyal's,"NS Palya, Stage 2, BTM Layout, Bangalore",Yes,No,BTM,Quick Bites,"North Indian, Biryani, Mughlai, Kebab",Delivery,Bannerghatta Road,41,3.1,800.0
Warm Oven,"1, 7th Main Rd, NS Palya, Stage 2, BTM 2nd Stage, Bengaluru, Karnataka",Yes,No,BTM,Bakery,"Bakery, Desserts",Delivery,Bannerghatta Road,32,3.9,500.0
Limra Hotel,"1,15th Cross, 29th Main, Opposite BTM Park, Stage 2, BTM, Bangalore",Yes,No,BTM,Quick Bites,"Chinese, North Indian",Dine-out,Bannerghatta Road,26,3.3,300.0
Aramane Donne Biriyani,"749, 7th Cross 14th Main, 2nd Stage, BTM, Bangalore",Yes,No,BTM,Quick Bites,"Biryani, Fast Food",Delivery,Bannerghatta Road,189,3.9,300.0
Bake-ooh,"973, 6th Cross, Vijaya Bank Layout, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,"Takeaway, Delivery",Bakery,Desserts,Bannerghatta Road,17,3.7,350.0
Kuttanad,"25/26,1st Cross, Beside IIMB, Bilekahalli, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,"Kerala, South Indian",Dine-out,Bannerghatta Road,140,3.6,200.0
Baskin Robbins,"Ground Floor, Gopalan Innovation Mall, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Dessert Parlor,"Ice Cream, Desserts",Desserts,Bannerghatta Road,22,3.6,250.0
Spar Refresh,"Ground Floor,Vega City Mall, Bannerghatta Road, Bengaluru",No,No,Bannerghatta Road,Food Court,"North Indian, South Indian, Pizza",Dine-out,Bannerghatta Road,5,3.4,300.0
Funky Punjab,"123(2), 24th Main, 5th Phase, Opposite To Royal High School, JP Nagar, Bangalore",Yes,No,JP Nagar,Casual Dining,"North Indian, Chinese",Dine-out,Bannerghatta Road,407,3.9,500.0
Tastte!!,"Shop 31, Ground Floor, R R Complex, Begur Hulimavu Road, Opposite Village Hypermarket, Akshay Nagar, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,"Biryani, North Indian, Chinese",Delivery,Bannerghatta Road,21,3.7,450.0
Desi Wok,"251/1009, Near Vijaya Bank Layout, Bilekahalli, 4th Stage, BTM, Bangalore",No,No,BTM,Quick Bites,"North Indian, Chinese",Dine-out,Bannerghatta Road,76,2.7,500.0
Shiv Sai,"Near Meenakshi Mall, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Quick Bites,North Indian,Delivery,Bannerghatta Road,4,3.2,400.0
Multi Cakes,"1065, 13th Cross, 6th Main, Kodichikanahalli, Vijay Bank Colony, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Bakery,"Bakery, Desserts",Delivery,Bannerghatta Road,9,3.0,200.0
Krishna Vaibhava,"No 5, BTM 2nd Stage,beside Indian oil petrol pump, Bangalore",Yes,No,BTM,Casual Dining,"North Indian, South Indian",Delivery,Bannerghatta Road,40,3.5,350.0
Santrupti Sagar,"41, Hulimavu Gate, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Quick Bites,"South Indian, Fast Food, North Indian",Dine-out,Bannerghatta Road,34,2.9,300.0
Shree Udupi Grand,"N Pramil & Amith Complex, Rajiv Gandhi Road, Jaraganahalli, Kanakapura Road, Bangalore",Yes,No,Kanakapura Road,Casual Dining,"South Indian, Chinese, North Indian",Delivery,Bannerghatta Road,17,3.5,450.0
Sweet Truth,"69/1, Gowreesha Complex, Opposite Ananda Valmart Apartment, Doddakammanahalli, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Bakery,"Bakery, Desserts",Delivery,Bannerghatta Road,33,3.7,500.0
Vaathsalya Millet Cafe,"277, 15th Cross, 21 Main, Outer Ring Road, JP Nagar 5th Phase, JP Nagar, Bangalore",Yes,Yes,JP Nagar,Casual Dining,"Healthy Food, South Indian",Delivery,Bannerghatta Road,293,4.1,500.0
Polar Bear,"01, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",Yes,No,BTM,"Takeaway, Delivery","Desserts, Ice Cream",Delivery,Bannerghatta Road,20,3.9,300.0
Mealer.in,"175-176, Dollars Colony, Phase 4, JP Nagar, Bangalore",Yes,No,JP Nagar,Delivery,"North Indian, Biryani",Delivery,Bannerghatta Road,205,4.0,450.0
Daniyal's,"NS Palya, Stage 2, BTM Layout, Bangalore",Yes,No,BTM,Quick Bites,"North Indian, Biryani, Mughlai, Kebab",Dine-out,Bannerghatta Road,41,3.1,800.0
Soup Station,"172/1, Vega City Mall, Floor 3, Food Court, Beside, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,Continental,Delivery,Bannerghatta Road,9,3.6,250.0
Vaho Kafe & Pressery,"227,Sitaram Complex, Bilekahalli,opp to IIM-B, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Cafe,"Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",Dine-out,Bannerghatta Road,124,3.9,500.0
Hyderabad Biryaani House,"Arakere Gate, Next to HSBC, Opposite Reliance Mart, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Casual Dining,"Biryani, North Indian, Chinese",Delivery,Bannerghatta Road,794,3.6,550.0
Upahara Bhavan,"1, Gottigere Main Road, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",Delivery,Bannerghatta Road,55,3.8,300.0
Bread Crumbs Bakery,"989, Ambika Corner, DC Road, Off Bannerghatta Road, Bilekahalli, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Bakery,"Desserts, Bakery",Desserts,Bannerghatta Road,164,4.0,250.0
Churchill's,"37/953, 2nd Floor, 24th Main, Above HDFC Bank, 2nd Phase, JP Nagar, Bangalore",Yes,Yes,JP Nagar,"Casual Dining, Pub","North Indian, Continental",Delivery,Bannerghatta Road,1403,4.1,1100.0
Shree Guru Raghavendra Chats Chintamani Special,"130/133, Aragini Comforts, 2nd Cross, Pai Layout, Hulimavu, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,"Street Food, Fast Food",Delivery,Bannerghatta Road,26,3.6,200.0
Gowdru Mane Oota,"33rd Main Road, KR Layout, JP Nagar, Bangalore",Yes,No,JP Nagar,Quick Bites,"South Indian, Andhra",Dine-out,Bannerghatta Road,80,3.7,400.0
Bikaner Jn,"62, 24th Main, 7th Cross, 2nd Phase, Opposite to R V Dental College, JP Nagar, Bangalore",Yes,No,JP Nagar,Quick Bites,Rajasthani,Delivery,Bannerghatta Road,85,3.9,300.0
Chaat Junction,"Durga Complex, Central Excise Layout, Phase 2, Tejaswini Nagar, Dodda Kamanahalli Area, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,Street Food,Delivery,Bannerghatta Road,49,3.7,200.0
Five Star Chicken,"18th Cross road, 5th Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,Quick Bites,"Burger, Fast Food, Roast Chicken, Finger Food",Dine-out,Bannerghatta Road,62,3.9,300.0
Mango Greens,"99/4, Nataraja Layout, 7th Phase, JP Nagar, Bangalore",No,Yes,JP Nagar,Casual Dining,"North Indian, Continental, Chinese",Delivery,Bannerghatta Road,49,3.9,900.0
Brundhavana Pure Veg,"83, Kothnur Main Road, Rajathadri Layout, 7th Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,Casual Dining,"South Indian, North Indian, Chinese, Beverages",Delivery,Bannerghatta Road,98,3.7,500.0
Nandi Bidadi Thatte Idli,"121/1, Kothanur Main Road, 7th Phase, JP Nagar, Bangalore",No,No,JP Nagar,Quick Bites,South Indian,Dine-out,Bannerghatta Road,33,2.9,100.0
Trippy Paradise,"Sai Plaza, 7th Cross Road, 2nd Stage, BTM, Bangalore",Yes,No,BTM,Cafe,Cafe,Delivery,Bannerghatta Road,59,2.6,900.0
Akshaya Donne Biriyani,"1, Nayak Layout Gate, B.K. Circle, 8th Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,Quick Bites,"Biryani, South Indian, Kebab",Delivery,Bannerghatta Road,38,3.1,300.0
Panchami Garden,"56/1, Next to Airtel Office, Stage 1, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Quick Bites,"South Indian, North Indian",Dine-out,Bannerghatta Road,56,3.5,400.0
Amma's Pastries,"15, Ground Floor, 24th Main Road, JP Nagar, Bangalore",No,No,JP Nagar,Dessert Parlor,Desserts,Desserts,Bannerghatta Road,11,3.6,400.0
RSS Donne Biryani,"479/496/A, 2nd Block, BTM 6th Stage,Arekere, BTM, Bangalore",Yes,No,BTM,Quick Bites,Biryani,Delivery,Bannerghatta Road,58,3.3,300.0
Bawarchi Inn,"1, 1st Floor, BTM Complex, 9th Main Road, 1st Stage, BTM, Bangalore",Yes,No,BTM,Casual Dining,"North Indian, Biryani, Andhra, Chinese",Delivery,Bannerghatta Road,140,3.1,600.0
Namma Halli Jonne Biryani,"Shop 1, Site 23/4, Chamundeshwari Complex, Chamundeshwari Layout, Shanthinikethan Main Road, Arekere, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,Biryani,Dine-out,Bannerghatta Road,4,3.3,300.0
Prasiddhi Food Corner,"25, 9th Cross, 34th Main, ITI Layout, 1st Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,Quick Bites,"Fast Food, North Indian, South Indian",Delivery,Bannerghatta Road,170,3.7,200.0
Kalpavruksha,"173, Bannerghatta Main Road, Stage 2, Bilekahalli, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,"South Indian, North Indian",Delivery,Bannerghatta Road,99,3.9,300.0
Bean D'er Cafe,"82, 3rd Floor, Sai Shree Building, Opposite Nilgiris Supermarket, Gottigere Kengeri Road, 8th Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,Quick Bites,"Tamil, Fast Food",Delivery,Bannerghatta Road,8,3.5,250.0
Chulha Chauki Da Dhaba,"13, 7th Cross, 2nd Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,Casual Dining,North Indian,Delivery,Bannerghatta Road,2350,4.2,800.0
Kanti Sweets,"16, 7th Phase, RBI Layout, Puttenahalli, JP Nagar, Bangalore",Yes,No,JP Nagar,Sweet Shop,"Mithai, Street Food",Delivery,Bannerghatta Road,182,4.0,400.0
Pizza Hut,"8, Arikere Gate, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,Pizza,Dine-out,Bannerghatta Road,204,2.4,750.0
Nandhini Paradise,"726/A, 24th Main Road, 6th Phase, JP Nagar, Bangalore",No,No,JP Nagar,Casual Dining,North Indian,Delivery,Bannerghatta Road,915,3.8,600.0
Delhi Biryani Cafe,"1059/1, 16th Main, 16th Cross, Mico layout, 2nd Stage, BTM, Bangalore",Yes,No,BTM,Quick Bites,"North Indian, Biryani",Delivery,Bannerghatta Road,10,3.5,250.0
Agarwal Food Service,"54, 5th Cross, Thayappa Garden, Devarachikkanahalli Main Road, Bilekahalli, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Delivery,"North Indian, Chinese, Biryani",Delivery,Bannerghatta Road,265,3.8,400.0
Bangalir Rannaghar,"DLF City Road, Near Sai Baba Temple, Arekere, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Quick Bites,"Bengali, North Indian, Chinese",Dine-out,Bannerghatta Road,58,2.9,250.0
Five Star Chicken,"116/1, Devarchikkanahalli Road, Bilekahalli, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,"Fast Food, Burger",Dine-out,Bannerghatta Road,100,3.2,250.0
Onesta,"Site 15, 15th Cross, 100 Feet Road, 4th Phase, JP Nagar, Bangalore",Yes,Yes,JP Nagar,"Casual Dining, Cafe","Pizza, Cafe, Italian",Dine-out,Bannerghatta Road,4381,4.4,600.0
Paratha Junction,"520, Opposite Vijaya Bank, 1st Main, Arekere, MICO Layout, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,"North Indian, Chinese",Dine-out,Bannerghatta Road,158,2.4,300.0
Tangra Indo - Chinese Cuisine,"4th Floor, Food Court, Bangalore Central Mall, 9th Block, Jayanagar, Bangalore",Yes,No,Jayanagar,Food Court,"Chinese, Thai",Delivery,Bannerghatta Road,29,3.6,400.0
New Karawali Lunch Home,"11/2, Arakera Main Road, Arakera Gate, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,Mangalorean,Delivery,Bannerghatta Road,20,3.5,350.0
Bhojon Tripti,"E/1/145 BTS layout, Arekere, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,"Bengali, North Indian",Delivery,Bannerghatta Road,24,2.9,300.0
SLV Kabab Centre,"288, NS Palya, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Quick Bites,"Biryani, Fast Food",Dine-out,Bannerghatta Road,4,3.2,100.0
Flavorsome Bakes,"Arjun Aura Apartment, Vijaya Bank Layout, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,"Takeaway, Delivery","Bakery, Desserts",Delivery,Bannerghatta Road,93,4.0,800.0
Velvet Kitchen,"Shop 4 & 5, Vajrappa Building , Shantiniketan Main Road, Arekere, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Casual Dining,"North Indian, Chinese",Dine-out,Bannerghatta Road,15,3.5,600.0
Skytouch Le Cafe,"724, 3rd Floor, RBI Layout, Rini Pearl, Opposite E.K. Retail, 7th Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,Cafe,"Cafe, Italian, Desserts",Delivery,Bannerghatta Road,127,3.7,700.0
Fresh Kitchen,"No.16/30, Ground Floor, NS Palya, Bannerghatta Main Road, BTM layout, Bangalore",Yes,No,Bannerghatta Road,Casual Dining,"North Indian, Chinese",Delivery,Bannerghatta Road,13,3.4,600.0
Hot Burg,"Arakere Gate, Opposite Reliance Mart, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,"Fast Food, Juices",Delivery,Bannerghatta Road,51,3.5,200.0
Malhar Maharashtrian Cuisine,"16, Survey Number 13, Omkar Nagar, Arekere, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Casual Dining,Maharashtrian,Dine-out,Bannerghatta Road,101,4.0,500.0
Food Ka Masti,"Shop E 1 / 146, G P Rajarantham Road, BTS Layout, Arekere Near Goverenment Hospital, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Delivery,"North Indian, Chinese, South Indian",Delivery,Bannerghatta Road,45,3.2,400.0
D2V Cafe,"173/218, GF, Opposite Ranka Colony, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Cafe,Cafe,Cafes,Bannerghatta Road,13,3.6,700.0
Bikaneri Sweets,"86, 5th Main Road, Arekere MICO Layout 2nd stage, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Sweet Shop,"Mithai, Street Food",Delivery,Bannerghatta Road,19,3.4,250.0
Swad Restaurant,"House 86, Ground Floor 3rd cross 1st Main N.S. Palya, Behind Shoppers Stop, BTM Layout, BTM 2nd stage Bangalore",Yes,No,BTM,Casual Dining,"Chinese, North Indian",Dine-out,Bannerghatta Road,115,3.7,550.0
Cupcake Bliss,"1, 7th Main Road, NS Palya, Stage 2, BTM, Bangalore",Yes,No,BTM,Delivery,Bakery,Delivery,Bannerghatta Road,9,3.5,250.0
Bikaneri Sweets,"86, 5th Main Road, Arekere MICO Layout 2nd stage, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Sweet Shop,"Mithai, Street Food",Desserts,Bannerghatta Road,19,3.4,250.0
Upahara Darshini,"Opposite Bangalore Central Mall, 9th Block, Jayanagar, Bangalore",Yes,No,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",Delivery,Bannerghatta Road,167,4.0,400.0
Krishna Vijayashree,"Sir M Visveswaraya Road, Nyanappana Halli, Hulimavu",Yes,No,Bannerghatta Road,Casual Dining,"Biryani, North Indian, Chinese",Delivery,Bannerghatta Road,13,3.5,700.0
Restro Cafe,"1092, Murudewar Building,4th Floor,Opposite Mega Mart,9th Block, Jayanagar, Bangalore",Yes,No,Jayanagar,Cafe,Cafe,Delivery,Bannerghatta Road,30,3.8,400.0
BIB - Breakfast in the Box,"52, 1st Floor, 3rd Cross, Omkar Nagar Arkere Gate, Near Reliance Store, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Delivery,"American, Sandwich",Delivery,Bannerghatta Road,84,3.8,600.0
Delight Food,"10, Near Jayadeva Signal, Oppoite SBI ATM, 100 Feet Ring Road, 2nd Stage, BTM, Bangalore",Yes,No,BTM,Casual Dining,"Andhra, Chinese, Biryani",Delivery,Bannerghatta Road,171,2.6,450.0
Litti Twist,"No 43, 7th Main Road, NS Palaya, BTM 2nd Stage, BTM, Bangalore",Yes,No,BTM,Quick Bites,"North Indian, Bihari",Dine-out,Bannerghatta Road,465,4.2,300.0
Asharfilal,"No 19/3C, Next to Krishna Kuteera Restaurant ,Avani Shringeri Nagar, Near Nano Hospital, Begur Hobli, Bangalore, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Dessert Parlor,Desserts,Delivery,Bannerghatta Road,10,3.5,150.0
Laddoos,"799, 7th Cross Road, 2nd Stage, Near Fooddays, BTM, Bangalore",Yes,No,BTM,"Quick Bites, Dessert Parlor","North Indian, Street Food, Mithai",Delivery,Bannerghatta Road,276,3.4,250.0
Tandoor Garden,"5, 100 Feet Ring Road, Opposite Reliance Fresh, 1st Stage, BTM, Bangalore",Yes,No,BTM,Quick Bites,"North Indian, Chinese, Kebab",Delivery,Bannerghatta Road,70,3.6,350.0
The Chervil,"11-12/49, First Floor, 14th Main, Puttenahalli Road, Kothnur Main Road, Beside Brigade Millenium, 7th Stage, JP Nagar, Bangalore",Yes,No,JP Nagar,Casual Dining,"North Indian, Continental",Dine-out,Bannerghatta Road,230,4.2,1000.0
Subway,"Radha Krishna Towers, Opposite IIM-B Main Gate, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Quick Bites,"Salad, Fast Food",Dine-out,Bannerghatta Road,167,3.2,600.0
KC Das- Sweet World,"54/48, Shivani Building, Next to IBP Petrol Pump, 7th Phase, JP Nagar, Bangalore",Yes,No,JP Nagar,"Sweet Shop, Quick Bites","Mithai, Street Food",Delivery,Bannerghatta Road,5,3.3,200.0
TGI Fridays,"4th Floor, Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",Yes,Yes,Bannerghatta Road,Lounge,"American, Burger, Italian, Steak",Delivery,Bannerghatta Road,1337,3.9,1700.0
Shiv Sagar,"4th Floor, Royal Meenakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,Quick Bites,"South Indian, Street Food",Delivery,Bannerghatta Road,85,2.9,250.0
WAFL,"3rd Floor, Food Court, Vega City Mall, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",Yes,No,Bannerghatta Road,Food Court,"Cafe, Fast Food, Desserts, Beverages",Desserts,Bannerghatta Road,40,3.9,400.0
Udupi Thaja Thindi,"Shop 26, Opposite Gopalan Innovation Mall, 2nd Stage, Bannerghatta Main Road, BTM, Bangalore",Yes,No,BTM,Quick Bites,"North Indian, South Indian, Chinese, Fast Food",Delivery,Bannerghatta Road,42,2.9,250.0
Cafe Arabica,"4, 1st Cross, Christ School Road, Bhavani Layout, Bannerghatta Road, Bangalore",No,No,Bannerghatta Road,"Cafe, Bakery","Cafe, Bakery",Delivery,Bannerghatta Road,69,3.8,700.0
Biryani Magic,"16th Main Road, BTM, Bangalore",Yes,No,BTM,Quick Bites,"North Indian, Biryani",Delivery,Bannerghatta Road,31,3.5,300.0
